date,status,session_time,type,duration,rpe,session_load
2015-12-21,Full Training,6:00pm,[],90.0,7,630.0
2015-11-21,Full Training,1:30pm,[],120.0,7,840.0
2015-11-21,Full Training,6:30pm,[],90.0,5,450.0
2015-11-21,Full Training,5:30am,[],90.0,6 Hard,540.0
2015-10-21,Full Training,6.00am,[],60.0,6 Hard,360.0
2015-10-21,Full Training,8:00am,[],90.0,4 Moderate,360.0
2015-10-21,Full Training,9:00am,[],100.0,6 Hard,600.0
2015-10-21,Full Training,9:00am,[],120.0,8 Very Hard,960.0
2015-10-21,Full Training,6:00pm,[],110.0,5,550.0
2015-09-20,Full Training,8:00am,[],120.0,8 Very Hard,960.0
2015-09-20,Full Training,7:30am,[],120.0,6 Hard,720.0
2015-09-20,Full Training,4:30pm,[],60.0,8 Very Hard,480.0
2015-09-20,Full Training,6:30pm,[],90.0,5,450.0
2015-09-20,Full Training,3:30pm,[],120.0,4 Moderate,480.0
2015-09-20,Full Training,3:30pm,[],120.0,5,600.0
2015-09-20,Full Training,6:00pm,"[Yoga, Pilates]",60.0,3,180.0
2015-08-21,Full Training,6.00am,[],80.0,6 Hard,480.0
2015-08-21,Full Training,9:30am,[],120.0,6 Hard,720.0
2015-08-21,Modified Training,10:00am,[],105.0,7,735.0
2015-08-21,Full Training,3:30pm,[],60.0,6 Hard,360.0
2015-08-21,Full Training,3:00pm,[],90.0,7,630.0
2015-06-21,Other training,5:30pm,[X-training],60.0,2 Light,120.0
2015-05-21,Full Training,8:00am,[],90.0,5,450.0
2015-05-21,Full Training,8:00am,[],60.0,6 Hard,360.0
2015-03-22,Full Training,8:00am,[],60.0,6 Hard,360.0
2015-03-21,Full Training,1:00pm,[],60.0,4 Moderate,240.0
2015-03-20,Modified Training,8:00am,[X-training],120.0,3,360.0
2015-03-20,Full Training,12:00pm,[],120.0,6 Hard,720.0
2015-03-19,Full Training,12:30pm,[],90.0,6 Hard,540.0
2015-03-19,Full Training,5:00pm,[],60.0,5,300.0
2015-03-18,Other training,8:00am,[X-training],480.0,2 Light,960.0
2015-03-17,Modified Training,7:30am,[X-training],30.0,4 Moderate,120.0
2015-03-17,Other training,5:00pm,[X-training],25.0,8 Very Hard,200.0
2015-03-15,Full Training,9:00am,[],75.0,5,375.0
2015-03-15,Full Training,5:30am,[],120.0,3,360.0
2015-03-15,Full Training,7:00am,[],120.0,8 Very Hard,960.0
2015-03-14,Full Training,6.00am,[],70.0,6 Hard,420.0
2015-03-14,Full Training,9:00am,[],120.0,5,600.0
2015-03-14,Full Training,7:00am,[],120.0,7,840.0
2015-03-13,Other training,10:00am,[X-training],30.0,2 Light,60.0
2015-03-12,Full Training,9:00am,[],150.0,5,750.0
2015-03-12,Full Training,9:00am,[],120.0,7,840.0
2015-03-12,Full Training,9:00am,[],120.0,5,600.0
2015-03-11,Full Training,7:30am,[],120.0,6 Hard,720.0
2015-03-11,Full Training,7:30am,[],120.0,6 Hard,720.0
2015-03-11,Full Training,8:00am,[],120.0,6 Hard,720.0
2015-03-11,Full Training,7:00am,[],120.0,8 Very Hard,960.0
2015-03-11,Full Training,2:00pm,[],90.0,7,630.0
2015-03-11,Full Training,2:00pm,[],120.0,7,840.0
2015-03-11,Full Training,2:00pm,[],90.0,4 Moderate,360.0
2015-03-10,Modified Training,7:00am,[],60.0,6 Hard,360.0
2015-03-10,Full Training,6:30pm,[],75.0,3,225.0
2015-03-10,Full Training,1:00pm,[],90.0,3,270.0
2015-03-10,Full Training,1:00pm,[],90.0,6 Hard,540.0
2015-03-10,Full Training,1:00pm,[],90.0,5,450.0
2015-03-10,Full Training,5:00pm,[X-training],150.0,3,450.0
2015-03-10,Full Training,5:00pm,[X-training],120.0,6 Hard,720.0
2015-03-09,Full Training,8:30am,[],120.0,6 Hard,720.0
2015-03-09,Full Training,9:00am,[],75.0,5,375.0
2015-03-09,Full Training,9:00am,[],90.0,6 Hard,540.0
2015-03-08,Full Training,7:30am,[],105.0,6 Hard,630.0
2015-03-08,Full Training,7:30am,[],120.0,4 Moderate,480.0
2015-03-08,Full Training,7:30am,[],90.0,5,450.0
2015-03-08,Full Training,4:00pm,[Yoga],45.0,3,135.0
2015-03-08,Full Training,4:00pm,[Yoga],60.0,2 Light,120.0
2015-03-08,Full Training,5:00pm,[],120.0,7,840.0
2015-03-08,Full Training,5:00pm,[],120.0,5,600.0
2015-03-08,Full Training,5:00pm,[],120.0,5,600.0
2015-03-08,Full Training,7:00am,[],120.0,8 Very Hard,960.0
2015-03-08,Full Training,6:30pm,[],75.0,2 Light,150.0
2015-03-07,Full Training,2:00pm,[],90.0,5,450.0
2015-03-07,Full Training,2:00pm,[],120.0,6 Hard,720.0
2015-03-07,Full Training,2:00pm,[],90.0,6 Hard,540.0
2015-03-07,Full Training,6:00pm,[],60.0,4 Moderate,240.0
2015-03-07,Full Training,5:00pm,[],90.0,5,450.0
2015-03-07,Full Training,6:00pm,[],60.0,3,180.0
2015-03-05,Full Training,9:30am,[],120.0,6 Hard,720.0
2015-03-05,Full Training,9:00am,[],120.0,4 Moderate,480.0
2015-03-04,Modified Training,6.00am,[],100.0,4 Moderate,400.0
2015-03-04,Modified Training,6.00am,[],,4 Moderate,
2015-03-04,Full Training,6.00am,[],120.0,4 Moderate,480.0
2015-03-04,Full Training,2:00pm,[Stretching],130.0,5,650.0
2015-03-04,Full Training,2:00pm,[],60.0,6 Hard,360.0
2015-03-04,Full Training,4:00pm,[Stretching],60.0,1,60.0
2015-03-04,Full Training,2:00pm,[],90.0,6 Hard,540.0
2015-03-04,Full Training,2:00pm,[],90.0,8 Very Hard,720.0
2015-03-03,Full Training,6.00am,[X-training],120.0,3,360.0
2015-03-03,Full Training,8:00am,[],120.0,7,840.0
2015-03-03,Full Training,1:00pm,[],90.0,5,450.0
2015-03-03,Full Training,1:30pm,[],120.0,4 Moderate,480.0
2015-03-03,Full Training,1:00pm,[],90.0,5,450.0
2015-03-03,Modified Training,5:00pm,[],90.0,4 Moderate,360.0
2015-03-03,Full Training,5:00pm,[],120.0,5,600.0
2015-03-03,Full Training,5:00pm,[],120.0,6 Hard,720.0
2015-02-01,Full Training,8:30am,[],90.0,6 Hard,540.0
2015-02-01,Full Training,9:00am,[],60.0,5,300.0
2015-02-01,Full Training,9:00am,[],75.0,6 Hard,450.0
2015-01-01,Full Training,9:30am,[],110.0,9,990.0
2015-01-01,Full Training,7:30am,[],120.0,5,600.0
2015-01-01,Full Training,7:30am,[],,5,
2015-01-01,Full Training,7:30am,[],120.0,4 Moderate,480.0
2015-01-01,Full Training,5:30pm,[],120.0,5,600.0
2015-01-01,Full Training,5:30pm,[],120.0,8 Very Hard,960.0
2015-01-01,Modified Training,5:00pm,[],45.0,3,135.0
2015-01-01,Full Training,5:30pm,[],120.0,7,840.0
2014-12-02,Full Training,9:30am,[],110.0,9,990.0
2014-12-02,Modified Training,2:00pm,[],60.0,2 Light,120.0
2014-12-02,Full Training,2:00pm,[],75.0,6 Hard,450.0
2014-12-02,Full Training,2:00pm,[],90.0,7,630.0
2014-12-02,Full Training,5:30pm,[],120.0,4 Moderate,480.0
2014-12-02,Full Training,6:00pm,[],70.0,5,350.0
2014-12-02,Full Training,6:30pm,[],75.0,4 Moderate,300.0
2014-10-01,Full Training,10:00am,[],45.0,7,315.0
2014-10-01,Full Training,9:30am,[],120.0,4 Moderate,480.0
2014-10-01,Full Training,9:30am,[],120.0,5,600.0
2014-10-01,Full Training,2:00pm,[],65.0,7,455.0
2014-09-01,Sick,,[],,,0.0
2014-09-01,Full Training,8:00am,[],110.0,4 Moderate,440.0
2014-09-01,Full Training,2:00pm,[],90.0,3,270.0
2014-09-01,Sick,,[],,,0.0
2014-09-01,Modified Training,3:30pm,[Yoga],40.0,1,40.0
2014-09-01,Full Training,4:00pm,"[Stretching, Yoga]",30.0,3,90.0
2014-09-01,Full Training,7:00am,[],90.0,4 Moderate,360.0
2014-09-01,Full Training,2:00pm,[],90.0,8 Very Hard,720.0
2014-08-01,Modified Training,1:00pm,[],60.0,5,300.0
2014-08-01,Full Training,1:00pm,[],60.0,5,300.0
2014-08-01,Full Training,9:30am,[],90.0,7,630.0
2014-08-01,Full Training,1:30pm,[],60.0,5,300.0
2014-08-01,Full Training,5:30pm,[],90.0,3,270.0
2014-08-01,Full Training,7:30pm,[],60.0,6 Hard,360.0
2014-08-01,Sick,,[],,,0.0
2014-07-02,Full Training,9:00am,[],120.0,4 Moderate,480.0
2014-07-02,Full Training,4:30pm,[],60.0,4 Moderate,240.0
2014-07-02,Full Training,6:30pm,[],60.0,6 Hard,360.0
2014-06-01,Full Training,7:30am,[],120.0,6 Hard,720.0
2014-06-01,Full Training,8:00am,[],120.0,4 Moderate,480.0
2014-06-01,Full Training,9:30am,[],100.0,7,700.0
2014-06-01,Full Training,5:30pm,[],120.0,5,600.0
2014-06-01,Full Training,5:30pm,[],120.0,7,840.0
2014-05-04,Full Training,2:00pm,[],75.0,3,225.0
2014-05-04,Modified Training,2:00pm,[],60.0,4 Moderate,240.0
2014-05-04,Full Training,1:30pm,[],100.0,7,700.0
2015-02-18,Full Training,9:00am,[],105.0,9,945.0
2015-02-17,Full Training,9:00am,[],90.0,8 Very Hard,720.0
2015-02-16,Full Training,6.00am,[],30.0,9,270.0
2015-02-15,Full Training,9:00am,[],120.0,8 Very Hard,960.0
2015-02-15,Full Training,2:30pm,[],70.0,4 Moderate,280.0
2015-02-14,Full Training,9:00am,[],120.0,8 Very Hard,960.0
2015-02-14,Full Training,2:30pm,[],80.0,6 Hard,480.0
2015-02-11,Full Training,4:00pm,[],120.0,8 Very Hard,960.0
2015-02-10,Full Training,4:00pm,[],120.0,8 Very Hard,960.0
2015-02-08,Full Training,7:00am,[],140.0,9,1260.0
2015-02-07,Full Training,7:00am,[],120.0,8 Very Hard,960.0
2015-02-04,Full Training,7:00am,[],130.0,8 Very Hard,1040.0
2015-02-03,Full Training,5:30am,[],90.0,6 Hard,540.0
2015-01-31,Full Training,7:00am,[],125.0,8 Very Hard,1000.0
2014-10-31,Full Training,5:30am,[],90.0,5,450.0
2014-09-30,Full Training,6.00am,[],60.0,4 Moderate,240.0
2014-09-30,Full Training,4:00pm,[],120.0,7,840.0
2014-08-31,Rest day,7:00am,[],,,0.0
2014-07-31,Full Training,7:00am,[],120.0,9,1080.0
2014-07-01,Full Training,7:00am,[],100.0,8 Very Hard,800.0
2014-05-03,Full Training,2:00pm,[],,,0.0
2014-04-02,Full Training,4:00pm,[],,,0.0
2015-01-19,Rest,,[],,,0.0
2015-01-18,Full Training,7:00am,[],90.0,8 Very Hard,720.0
2015-01-17,Full Training,7:00am,[],105.0,7,735.0
2015-01-14,Full Training,9:00am,[],90.0,9,810.0
2015-01-12,,3:00pm,[],,,0.0
2015-01-11,Full Training,9:00am,[],90.0,8 Very Hard,720.0
2015-11-20,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-11-17,Full Training,5:30am,[Legwork],90.0,4 Moderate,360.0
2015-11-16,Full Training,6:30pm,[Legwork],60.0,5,300.0
2015-11-15,Full Training,5:30am,[Legwork],90.0,4 Moderate,360.0
2015-11-10,Full Training,5:30am,[Legwork],90.0,4 Moderate,360.0
2015-11-08,Full Training,5:30am,[Legwork],75.0,4 Moderate,300.0
2015-11-07,Full Training,6:00pm,[Legwork],90.0,5,450.0
2015-11-02,Full Training,2:00pm,[Legwork],30.0,7,210.0
2015-07-28,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-05-28,Full Training,8:00am,[Legwork],125.0,6 Hard,750.0
2015-04-30,Full Training,4:00pm,[Legwork],120.0,6 Hard,720.0
2015-10-20,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-10-18,Full Training,5:30am,[Legwork],80.0,6 Hard,480.0
2015-10-18,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-10-14,Full Training,5:30am,[Legwork],75.0,8 Very Hard,600.0
2015-10-13,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-10-11,Full Training,5:30am,[Legwork],85.0,6 Hard,510.0
2015-10-11,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-10-10,Full Training,5:30am,[Legwork],90.0,7,630.0
2015-10-06,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-07-27,Full Training,4:00pm,[Legwork],30.0,7,210.0
2015-07-27,Full Training,4:00pm,[Legwork],60.0,6 Hard,360.0
2015-06-27,Full Training,5:30am,[Legwork],75.0,7,525.0
2015-05-27,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-03-29,Full Training,5:30am,[Legwork],60.0,6 Hard,360.0
2015-03-29,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-03-29,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-09-19,Full Training,4:00pm,[Legwork],30.0,6 Hard,180.0
2015-09-18,Full Training,4:00pm,[Legwork],50.0,3,150.0
2015-09-15,Full Training,5:30am,[Legwork],95.0,6 Hard,570.0
2015-09-15,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-09-13,Full Training,5:30am,[Legwork],80.0,6 Hard,480.0
2015-09-13,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-09-13,Full Training,5:30am,[Legwork],95.0,7,665.0
2015-09-12,Full Training,3:30pm,[Legwork],45.0,6 Hard,270.0
2015-09-08,Full Training,5:30am,[Legwork],120.0,6 Hard,720.0
2015-09-08,Full Training,5:30am,[Legwork],100.0,6 Hard,600.0
2015-09-08,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-09-06,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-09-06,Full Training,5:30am,[Legwork],120.0,7,840.0
2016-02-25,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2016-01-26,Full Training,11:00am,[Legwork],75.0,5,375.0
2015-11-26,Full Training,5:00pm,[Legwork],100.0,4 Moderate,400.0
2015-10-26,Full Training,8:00am,[Legwork],75.0,7,525.0
2015-05-26,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-05-26,Full Training,7:00pm,[Legwork],120.0,8 Very Hard,960.0
2015-05-26,Full Training,7:00pm,[Legwork],120.0,7,840.0
2015-08-18,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-08-16,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-08-12,Full Training,8:00am,[Legwork],90.0,6 Hard,540.0
2015-08-11,Full Training,7:00pm,[Legwork],120.0,7,840.0
2015-08-09,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-08-09,Full Training,12:00pm,[Legwork],60.0,6 Hard,360.0
2015-08-08,Full Training,12:00pm,[Legwork],,,0.0
2015-08-08,Modified Training,5:00pm,[Legwork],90.0,5,450.0
2015-08-25,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-07-19,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-07-19,Full Training,5:30am,[Legwork],80.0,5,400.0
2015-07-19,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-07-19,Full Training,7:00pm,[Legwork],90.0,6 Hard,540.0
2015-07-18,Full Training,6:30pm,[Legwork],90.0,7,630.0
2015-07-12,Full Training,5:30am,[Legwork],85.0,5,425.0
2015-07-12,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-07-05,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2016-01-24,Full Training,8:00pm,[Legwork],105.0,6 Hard,630.0
2016-01-24,Full Training,10:00am,[Legwork],120.0,7,840.0
2015-09-23,Full Training,7:00pm,[Legwork],100.0,6 Hard,600.0
2015-05-24,Modified Training,5:30am,[Legwork],90.0,4 Moderate,360.0
2015-04-26,Full Training,8:00am,[Legwork],90.0,6 Hard,540.0
2015-04-26,Modified Training,6:30pm,[Legwork],60.0,4 Moderate,240.0
2015-06-20,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-06-11,Full Training,6:30am,[Legwork],120.0,7,840.0
2015-06-09,Full Training,5:30am,[Legwork],80.0,5,400.0
2015-06-07,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-06-02,Full Training,5:30am,[Legwork],120.0,8 Very Hard,960.0
2015-06-02,Full Training,5:30am,[Legwork],80.0,6 Hard,480.0
2016-01-23,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-12-23,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-06-23,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-06-23,Full Training,5:30am,[Legwork],80.0,7,560.0
2015-05-19,Full Training,5:30am,[Legwork],120.0,5,600.0
2015-05-19,Full Training,6.00am,[Legwork],60.0,5,300.0
2015-05-17,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-05-17,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-05-16,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-05-16,Full Training,6:00pm,[Legwork],120.0,6 Hard,720.0
2015-05-10,Full Training,5:30am,[Legwork],90.0,7,630.0
2015-05-10,Full Training,5:30am,[Legwork],80.0,5,400.0
2015-05-09,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-05-05,Full Training,5:30am,[Legwork],80.0,5,400.0
2016-01-22,Full Training,5:30am,[Legwork],90.0,4 Moderate,360.0
2016-01-22,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-12-22,Full Training,5:30am,[Legwork],90.0,7,630.0
2015-09-21,Full Training,5:30am,[Legwork],75.0,6 Hard,450.0
2015-09-21,Full Training,6:00pm,[Legwork],90.0,6 Hard,540.0
2015-08-22,Full Training,5:30am,[Legwork],75.0,3,225.0
2015-08-22,Full Training,5:30am,[Legwork],85.0,6 Hard,510.0
2015-06-22,Full Training,5:30am,[Legwork],120.0,6 Hard,720.0
2015-05-22,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-04-19,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-04-19,Full Training,5:30am,[Legwork],90.0,7,630.0
2015-04-18,Full Training,10:00am,[Legwork],120.0,5,600.0
2015-04-15,Full Training,6:00pm,[Legwork],90.0,7,630.0
2015-04-13,Full Training,6:00pm,[Legwork],90.0,7,630.0
2015-04-12,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-04-12,Full Training,6:30pm,[Legwork],90.0,6 Hard,540.0
2015-04-12,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-04-11,Full Training,5:30am,[Legwork],90.0,4 Moderate,360.0
2015-04-11,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-04-07,Full Training,5:30am,[Legwork],90.0,4 Moderate,360.0
2015-04-07,Full Training,5:30am,[Legwork],90.0,7,630.0
2015-04-06,Full Training,8:00am,[Legwork],90.0,5,450.0
2015-04-06,Full Training,6:00pm,[Legwork],120.0,6 Hard,720.0
2015-04-05,Full Training,6:00pm,[Legwork],120.0,6 Hard,720.0
2015-04-04,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-12-21,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-12-21,Full Training,8:00am,[Legwork],90.0,6 Hard,540.0
2015-11-21,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-11-21,Full Training,5:30am,[Legwork],120.0,5,600.0
2015-09-20,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-09-20,Full Training,5:30am,[Legwork],90.0,6 Hard,540.0
2015-08-21,Full Training,5:30am,[Legwork],90.0,5,450.0
2015-08-21,Full Training,6:30pm,[Legwork],60.0,6 Hard,360.0
2015-03-05,Full Training,9:30am,[Legwork],120.0,7,840.0
2015-03-04,Full Training,6:30am,[Legwork],120.0,5,600.0
2014-12-02,Full Training,6:30am,[Legwork],80.0,6 Hard,480.0
2014-09-01,Full Training,2:30pm,[Legwork],85.0,6 Hard,510.0
2015-11-08,Full Training,5:30am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-11-02,Full Training,8:00am,"[Swimming, Legwork]",100.0,6 Hard,600.0
2016-01-28,Full Training,5:30am,"[Swimming, Legwork]",70.0,5,350.0
2015-07-28,Full Training,6:00pm,"[Swimming, Legwork]",75.0,4 Moderate,300.0
2015-07-28,Full Training,6:00pm,"[Swimming, Legwork]",55.0,3,165.0
2015-03-30,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-10-20,Full Training,5:30am,"[Swimming, Legwork]",120.0,5,600.0
2015-10-19,Full Training,5:00pm,"[Swimming, Legwork]",60.0,6 Hard,360.0
2015-10-18,Full Training,5:00pm,"[Swimming, Legwork]",75.0,6 Hard,450.0
2015-10-17,Full Training,5:00pm,"[Swimming, Legwork]",120.0,5,600.0
2015-10-13,Full Training,5:30am,"[Swimming, Legwork]",90.0,5,450.0
2015-10-12,Full Training,9:00am,"[Swimming, Legwork]",40.0,8 Very Hard,320.0
2015-10-07,Full Training,5:30am,"[Swimming, Legwork]",90.0,7,630.0
2015-10-06,Full Training,6:00pm,"[Swimming, Legwork]",60.0,5,300.0
2015-10-04,Modified Training,2:30pm,"[Swimming, Legwork]",45.0,4 Moderate,180.0
2015-12-27,Full Training,2:00pm,"[Swimming, Legwork]",80.0,8 Very Hard,640.0
2015-06-27,Full Training,8:00am,"[Swimming, Legwork]",90.0,7,630.0
2015-06-27,Full Training,5:30am,"[Swimming, Legwork]",90.0,5,450.0
2015-05-27,Full Training,5:30am,"[Swimming, Legwork]",150.0,6 Hard,900.0
2015-03-29,Full Training,5:00pm,"[Swimming, Legwork]",60.0,6 Hard,360.0
2015-09-14,Full Training,5:00pm,"[Swimming, Legwork]",60.0,7,420.0
2015-09-13,Full Training,5:00pm,"[Swimming, Legwork]",60.0,6 Hard,360.0
2015-09-12,Full Training,5:00pm,"[Swimming, Legwork]",120.0,10 Maximal,1200.0
2015-09-07,Full Training,3:30pm,"[Swimming, Legwork]",45.0,5,225.0
2015-09-07,Full Training,5:00pm,"[Swimming, Legwork]",60.0,9,540.0
2015-09-06,Full Training,5:30am,"[Swimming, Legwork]",100.0,6 Hard,600.0
2015-09-03,Full Training,8:00am,"[Swimming, Legwork]",120.0,7,840.0
