date,status,session_time,type,duration,rpe,session_load
2016-02-25,Full Training,5:00pm,"[Swimming, Legwork]",60.0,5,300.0
2015-12-26,Full Training,5:30am,"[Swimming, Legwork]",120.0,9,1080.0
2015-12-26,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-12-26,Full Training,5:00pm,"[Swimming, Legwork]",60.0,6 Hard,360.0
2015-09-25,Full Training,8:00am,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-07-26,Full Training,5:30am,"[Swimming, Legwork]",90.0,8 Very Hard,720.0
2015-07-26,Full Training,5:30am,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-06-26,Full Training,8:00am,"[Swimming, Legwork]",90.0,5,450.0
2015-06-26,Full Training,5:30pm,"[Swimming, Legwork]",90.0,7,630.0
2015-05-26,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-05-26,Full Training,6:00pm,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-05-26,Full Training,5:30am,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-08-20,Full Training,5:30am,"[Swimming, Legwork]",60.0,5,300.0
2015-08-18,Full Training,5:30am,"[Swimming, Legwork]",120.0,7,840.0
2015-08-16,Full Training,5:30am,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-08-16,Full Training,5:30am,"[Swimming, Legwork]",90.0,5,450.0
2015-08-16,Full Training,7:00pm,"[Swimming, Legwork]",120.0,7,840.0
2015-08-13,Full Training,9:30am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-08-11,Full Training,5:30am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-08-11,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-08-11,Modified Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-08-11,Full Training,5:00pm,"[Swimming, Legwork]",60.0,7,420.0
2015-08-11,Full Training,7:00pm,"[Swimming, Legwork]",120.0,7,840.0
2015-08-09,Full Training,5:30am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-08-09,Full Training,6:00pm,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-08-06,Modified Training,9:00am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-08-04,Modified Training,5:30am,"[Swimming, Legwork]",90.0,5,450.0
2016-02-24,Modified Training,5:30pm,"[Swimming, Legwork]",60.0,3,180.0
2015-07-14,Full Training,5:30am,"[Swimming, Legwork]",85.0,5,425.0
2015-07-14,Modified Training,5:30am,"[Swimming, Legwork]",90.0,4 Moderate,360.0
2015-07-13,Full Training,5:30am,"[Swimming, Legwork]",75.0,6 Hard,450.0
2015-07-12,Modified Training,5:30am,"[Swimming, Legwork]",90.0,5,450.0
2015-07-12,Full Training,5:30am,"[Swimming, Legwork]",120.0,5,600.0
2015-07-12,Modified Training,6:00pm,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-07-07,Full Training,5:30am,"[Swimming, Legwork]",120.0,7,840.0
2015-07-06,Modified Training,6:00pm,"[Swimming, Legwork]",60.0,3,180.0
2015-07-05,Full Training,5:30am,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-10-24,Full Training,5:30am,"[Swimming, Legwork]",120.0,5,600.0
2015-05-24,Full Training,5:30am,"[Swimming, Legwork]",120.0,3,360.0
2015-03-26,Full Training,5:30am,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-03-26,Full Training,5:30am,"[Swimming, Legwork]",90.0,5,450.0
2015-06-16,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-06-14,Full Training,5:30am,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-06-14,Full Training,7:30pm,"[Swimming, Legwork]",90.0,5,450.0
2015-06-14,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-06-13,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2016-01-23,Full Training,5:30am,"[Swimming, Legwork]",90.0,4 Moderate,360.0
2016-01-23,Full Training,5:30am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-12-23,Full Training,5:30am,"[Swimming, Legwork]",80.0,6 Hard,480.0
2015-10-23,Full Training,5:30am,"[Swimming, Legwork]",120.0,8 Very Hard,960.0
2015-08-23,Full Training,5:30am,"[Swimming, Legwork]",90.0,5,450.0
2015-07-23,Full Training,5:30am,"[Swimming, Legwork]",60.0,5,300.0
2015-05-16,Modified Training,5:30am,"[Swimming, Legwork]",80.0,5,400.0
2015-05-13,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-05-13,Full Training,5:30am,"[Swimming, Legwork]",60.0,6 Hard,360.0
2015-05-11,Full Training,5:30am,"[Swimming, Legwork]",70.0,6 Hard,420.0
2015-05-05,Full Training,5:30am,"[Swimming, Legwork]",120.0,7,840.0
2015-05-22,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-04-22,Full Training,6.00am,"[Swimming, Legwork]",60.0,6 Hard,360.0
2015-04-21,Full Training,5:30am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-04-21,Full Training,5:30am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-04-20,Full Training,6.00am,"[Swimming, Legwork]",60.0,6 Hard,360.0
2015-04-19,Full Training,5:30am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-04-08,Full Training,6.00am,"[Swimming, Legwork]",60.0,6 Hard,360.0
2015-04-04,Full Training,5:30am,"[Swimming, Legwork]",90.0,6 Hard,540.0
2015-10-21,Full Training,4:30pm,"[Swimming, Legwork]",60.0,4 Moderate,240.0
2015-10-21,Full Training,5:30pm,"[Swimming, Legwork]",40.0,6 Hard,240.0
2015-03-10,Full Training,7:00am,"[Swimming, Legwork]",120.0,6 Hard,720.0
2015-03-10,Full Training,6:30am,"[Swimming, Legwork]",120.0,5,600.0
2015-03-10,Full Training,6:30am,"[Swimming, Legwork]",120.0,5,600.0
2015-03-07,Full Training,6:30am,"[Swimming, Legwork]",120.0,9,1080.0
2015-03-07,Full Training,7:00am,"[Swimming, Legwork]",90.0,5,450.0
2014-12-02,Full Training,7:00am,"[Swimming, Legwork]",80.0,5,400.0
2015-11-17,Full Training,5:00pm,[Swimming],60.0,7,420.0
2015-11-15,Full Training,4:30pm,[Swimming],60.0,6 Hard,360.0
2015-11-14,Full Training,5:30am,[Swimming],60.0,4 Moderate,240.0
2015-11-10,Full Training,5:00pm,[Swimming],60.0,8 Very Hard,480.0
2015-11-09,Full Training,5:30am,[Swimming],120.0,7,840.0
2015-11-09,Full Training,5:30am,[Swimming],60.0,5,300.0
2015-11-08,Full Training,4:00pm,[Swimming],60.0,6 Hard,360.0
2015-11-03,Full Training,5:30am,[Swimming],90.0,9,810.0
2015-11-03,Full Training,5:00pm,[Swimming],60.0,8 Very Hard,480.0
2016-02-27,Full Training,5:00pm,[Swimming],60.0,6 Hard,360.0
2015-09-27,Full Training,5:00pm,[Swimming],60.0,5,300.0
2015-07-28,Full Training,5:00pm,[Swimming],60.0,6 Hard,360.0
2015-06-28,Full Training,5:00pm,[Swimming],120.0,4 Moderate,480.0
2015-10-19,Full Training,5:00pm,[Swimming],90.0,9,810.0
2015-10-18,Modified Training,5:00pm,[Swimming],60.0,6 Hard,360.0
2015-10-17,Full Training,5:00pm,[Swimming],60.0,6 Hard,360.0
2015-10-14,Full Training,5:00pm,[Swimming],60.0,4 Moderate,240.0
2015-10-13,Full Training,5:30am,[Swimming],120.0,6 Hard,720.0
2015-10-12,Full Training,5:00pm,[Swimming],60.0,9,540.0
2015-10-11,Full Training,5:30am,[Swimming],80.0,6 Hard,480.0
2015-10-11,Modified Training,2:30pm,[Swimming],60.0,7,420.0
2015-10-11,Full Training,5:00pm,[Swimming],60.0,4 Moderate,240.0
2015-10-11,Full Training,5:00pm,[Swimming],35.0,3,105.0
2015-10-10,Full Training,5:30am,[Swimming],150.0,8 Very Hard,1200.0
2015-10-10,Full Training,5:00pm,[Swimming],100.0,5,500.0
2015-10-10,Full Training,5:00pm,[Swimming],60.0,9,540.0
2015-10-08,Full Training,8:00am,[Swimming],90.0,6 Hard,540.0
2015-10-08,Full Training,9:30am,[Swimming],90.0,7,630.0
2015-10-06,Full Training,11:00am,[Swimming],60.0,7,420.0
2015-10-02,Full Training,12:00pm,[Swimming],90.0,8 Very Hard,720.0
2016-02-26,Full Training,11:00am,[Swimming],90.0,8 Very Hard,720.0
2016-01-27,Full Training,4:00pm,[Swimming],90.0,8 Very Hard,720.0
2015-12-27,Modified Training,9:30am,[Swimming],20.0,2 Light,40.0
2015-12-27,Full Training,9:30am,[Swimming],40.0,5,200.0
2015-09-26,Full Training,5:00pm,[Swimming],40.0,5,200.0
2015-07-27,Full Training,4:00pm,[Swimming],120.0,6 Hard,720.0
2015-03-29,Full Training,5:30am,[Swimming],120.0,8 Very Hard,960.0
2015-03-29,Modified Training,5:00pm,[Swimming],55.0,6 Hard,330.0
2015-03-29,Modified Training,5:00pm,[Swimming],,6 Hard,
2015-09-16,Full Training,10:30am,[Swimming],45.0,7,315.0
2015-09-16,Full Training,5:30am,[Swimming],90.0,6 Hard,540.0
2015-09-15,Full Training,5:30am,[Swimming],70.0,7,490.0
2015-09-15,Full Training,5:00pm,[Swimming],60.0,5,300.0
2015-09-15,Full Training,5:00pm,[Swimming],55.0,6 Hard,330.0
2015-09-14,Full Training,5:00pm,[Swimming],70.0,8 Very Hard,560.0
2015-09-13,Full Training,5:00pm,[Swimming],30.0,8 Very Hard,240.0
2015-09-12,Full Training,5:00pm,[Swimming],120.0,9,1080.0
2015-09-09,Full Training,8:00am,[Swimming],90.0,6 Hard,540.0
2015-09-08,Full Training,5:00pm,[Swimming],60.0,7,420.0
2015-09-07,Full Training,4:00pm,[Swimming],40.0,3,120.0
2015-09-07,Full Training,5:00pm,[Swimming],60.0,8 Very Hard,480.0
2015-09-06,Full Training,6:00pm,[Swimming],90.0,5,450.0
2015-09-06,Full Training,5:00pm,[Swimming],60.0,7,420.0
2015-09-05,Full Training,8:00am,[Swimming],90.0,7,630.0
2015-09-05,Full Training,5:00pm,[Swimming],65.0,9,585.0
2015-09-03,Full Training,8:00am,[Swimming],60.0,8 Very Hard,480.0
2015-09-02,Full Training,8:00am,[Swimming],90.0,8 Very Hard,720.0
2016-02-25,Full Training,8:00am,[Swimming],60.0,2 Light,120.0
2016-01-26,Full Training,5:00pm,[Swimming],120.0,4 Moderate,480.0
2016-01-26,Full Training,8:00am,[Swimming],90.0,7,630.0
2016-01-26,Full Training,6:00pm,[Swimming],60.0,8 Very Hard,480.0
2016-01-26,Full Training,6:00pm,[Swimming],60.0,8 Very Hard,480.0
2016-01-26,Full Training,6:00pm,[Swimming],60.0,10 Maximal,600.0
2015-12-26,Full Training,9:00am,[Swimming],65.0,5,325.0
2015-12-26,Full Training,5:30am,[Swimming],90.0,5,450.0
2015-11-26,Full Training,9:30am,[Swimming],60.0,4 Moderate,240.0
2015-09-25,Full Training,8:00am,[Swimming],45.0,6 Hard,270.0
2015-08-26,Full Training,9:30am,[Swimming],100.0,6 Hard,600.0
2015-07-26,Full Training,9:30am,[Swimming],75.0,7,525.0
2015-07-26,Full Training,5:30am,[Swimming],90.0,6 Hard,540.0
2015-06-26,Full Training,5:00pm,[Swimming],80.0,4 Moderate,320.0
2015-06-26,Full Training,5:00pm,[Swimming],60.0,8 Very Hard,480.0
2015-06-26,Full Training,5:00pm,[Swimming],65.0,10 Maximal,650.0
2015-06-26,Modified Training,6:00pm,[Swimming],20.0,4 Moderate,80.0
2015-05-26,Full Training,5:00pm,[Swimming],60.0,6 Hard,360.0
2015-04-28,Full Training,5:00pm,[Swimming],120.0,8 Very Hard,960.0
2015-04-28,Full Training,5:00pm,[Swimming],60.0,8 Very Hard,480.0
2015-04-28,Full Training,6:00pm,[Swimming],60.0,8 Very Hard,480.0
2015-08-20,Full Training,1:30pm,[Swimming],120.0,7,840.0
2015-08-19,Full Training,8:00am,[Swimming],90.0,9,810.0
2015-08-19,Full Training,8:00am,[Swimming],,9,
2015-08-19,Full Training,4:30pm,[Swimming],60.0,7,420.0
2015-08-18,Full Training,5:30am,[Swimming],90.0,6 Hard,540.0
2015-08-18,Full Training,5:00pm,[Swimming],60.0,6 Hard,360.0
2015-08-16,Full Training,5:00pm,[Swimming],60.0,8 Very Hard,480.0
2015-08-15,Full Training,8:30am,[Swimming],60.0,7,420.0
2015-08-15,Full Training,5:00pm,[Swimming],90.0,5,450.0
2015-08-13,Full Training,8:00am,[Swimming],80.0,8 Very Hard,640.0
2015-08-10,Full Training,6:30pm,[Swimming],90.0,9,810.0
2015-08-10,Full Training,6:00pm,[Swimming],60.0,8 Very Hard,480.0
2015-08-10,Full Training,6:30pm,[Swimming],60.0,7,420.0
2015-08-09,Full Training,5:00pm,[Swimming],70.0,7,490.0
2015-08-08,Full Training,6:00pm,[Swimming],,,0.0
2015-08-08,Full Training,6:30pm,[Swimming],,,0.0
2015-08-07,Full Training,10:00am,[Swimming],60.0,4 Moderate,240.0
2015-08-07,Full Training,3:00pm,[Swimming],60.0,5,300.0
2015-08-06,Full Training,8:00am,[Swimming],60.0,6 Hard,360.0
2015-08-06,Full Training,9:30am,[Swimming],90.0,7,630.0
2015-08-06,Full Training,3:00pm,[Swimming],60.0,2 Light,120.0
2015-08-04,Full Training,5:00pm,[Swimming],50.0,6 Hard,300.0
2015-08-03,Modified Training,6:30pm,[Swimming],10.0,2 Light,20.0
2015-08-02,Modified Training,5:30pm,[Swimming],60.0,5,300.0
2015-12-25,Full Training,10:30am,[Swimming],20.0,2 Light,40.0
2015-11-25,Full Training,10:00am,[Swimming],20.0,2 Light,40.0
2015-09-24,Full Training,5:30am,[Swimming],80.0,4 Moderate,320.0
2015-08-25,Full Training,5:30am,[Swimming],90.0,4 Moderate,360.0
2015-08-25,Full Training,5:30am,[Swimming],85.0,6 Hard,510.0
2015-08-25,Full Training,5:30am,[Swimming],120.0,6 Hard,720.0
2015-03-27,Full Training,5:30pm,[Swimming],60.0,5,300.0
2015-07-20,Full Training,6:30pm,[Swimming],60.0,6 Hard,360.0
2015-07-20,Full Training,4:30pm,[Swimming],60.0,6 Hard,360.0
2015-07-19,Full Training,6:30am,[Swimming],60.0,9,540.0
2015-07-19,Full Training,6.00am,[Swimming],60.0,7,420.0
2015-07-14,Full Training,5:30am,[Swimming],90.0,5,450.0
2015-07-14,Full Training,6:30am,[Swimming],60.0,6 Hard,360.0
2015-07-14,Full Training,6:00pm,[Swimming],50.0,6 Hard,300.0
2015-07-13,Full Training,4:30pm,[Swimming],150.0,6 Hard,900.0
2015-07-13,Full Training,4:30pm,[Swimming],45.0,8 Very Hard,360.0
2015-07-12,Full Training,6:30am,[Swimming],60.0,9,540.0
2015-07-12,Full Training,6:30am,[Swimming],60.0,6 Hard,360.0
2015-07-09,Modified Training,12:30pm,[Swimming],35.0,5,175.0
2015-07-07,Full Training,6:30am,[Swimming],60.0,5,300.0
2015-07-07,Full Training,6:30am,[Swimming],60.0,9,540.0
2015-07-07,Full Training,5:30am,[Swimming],90.0,4 Moderate,360.0
2015-07-06,Full Training,5:30am,[Swimming],60.0,6 Hard,360.0
2015-07-06,Full Training,4:30pm,[Swimming],30.0,2 Light,60.0
2015-07-05,Full Training,6:30am,[Swimming],60.0,6 Hard,360.0
2015-07-05,Full Training,6:00pm,[Swimming],50.0,8 Very Hard,400.0
2015-07-05,Full Training,9:30am,[Swimming],45.0,8 Very Hard,360.0
2015-07-05,Full Training,6:00pm,[Swimming],120.0,7,840.0
2015-07-04,Full Training,5:30am,[Swimming],60.0,5,300.0
2015-07-04,Full Training,8:30am,[Swimming],55.0,7,385.0
2016-02-23,Full Training,8:00am,[Swimming],135.0,6 Hard,810.0
2016-02-23,Modified Training,9:30am,[Swimming],60.0,4 Moderate,240.0
2015-12-24,Full Training,5:30am,[Swimming],120.0,4 Moderate,480.0
2015-12-24,Modified Training,6:30pm,[Swimming],20.0,2 Light,40.0
2015-12-24,Full Training,6:30am,[Swimming],60.0,6 Hard,360.0
2015-12-24,Modified Training,6:30pm,[Swimming],40.0,8 Very Hard,320.0
2015-12-24,Full Training,7:30pm,[Swimming],60.0,5,300.0
2015-10-24,Full Training,5:30am,[Swimming],85.0,5,425.0
2015-10-24,Full Training,9:30am,[Swimming],80.0,5,400.0
2015-04-26,Full Training,4:30pm,[Swimming],55.0,6 Hard,330.0
2015-04-26,Full Training,5:30pm,[Swimming],45.0,5,225.0
2015-03-26,Full Training,6:30am,[Swimming],100.0,6 Hard,600.0
2015-03-26,Full Training,6:30am,[Swimming],60.0,8 Very Hard,480.0
2015-06-17,Full Training,6.00am,[Swimming],60.0,7,420.0
2015-06-15,Full Training,6.00am,[Swimming],70.0,10 Maximal,700.0
2015-06-15,Full Training,6:00pm,[Swimming],60.0,7,420.0
2015-06-15,Full Training,4:30pm,[Swimming],60.0,3,180.0
2015-06-14,Full Training,6:30am,[Swimming],70.0,7,490.0
2015-06-14,Full Training,6:30am,[Swimming],60.0,9,540.0
2015-06-08,Full Training,6:00pm,[Swimming],40.0,5,200.0
2015-06-08,Full Training,4:30pm,[Swimming],60.0,8 Very Hard,480.0
2015-06-07,Full Training,6:30am,[Swimming],60.0,7,420.0
2015-06-07,Full Training,5:30am,[Swimming],60.0,10 Maximal,600.0
2015-06-07,Full Training,6:30am,[Swimming],60.0,8 Very Hard,480.0
2015-06-06,Full Training,5:30am,[Swimming],90.0,6 Hard,540.0
2015-06-06,Full Training,5:30am,[Swimming],80.0,6 Hard,480.0
2016-02-22,Full Training,5:30am,[Swimming],60.0,6 Hard,360.0
2016-02-22,Full Training,4:00pm,[Swimming],30.0,8 Very Hard,240.0
2016-01-23,Full Training,6:30am,[Swimming],55.0,8 Very Hard,440.0
2015-09-22,Full Training,5:30am,[Swimming],75.0,4 Moderate,300.0
2015-09-22,Full Training,5:30am,[Swimming],60.0,3,180.0
2015-06-23,Full Training,6:30am,[Swimming],75.0,10 Maximal,750.0
2015-03-25,Modified Training,9:30am,[Swimming],60.0,3,180.0
2015-03-25,Full Training,8:00am,[Swimming],120.0,6 Hard,720.0
2015-05-18,Full Training,5:30am,[Swimming],60.0,5,300.0
2015-05-17,Full Training,5:30am,[Swimming],120.0,8 Very Hard,960.0
2015-05-17,Full Training,6:30am,[Swimming],135.0,7,945.0
2015-05-14,Full Training,8:30am,[Swimming],30.0,2 Light,60.0
2015-05-13,Full Training,9:30am,[Swimming],30.0,2 Light,60.0
2015-05-12,Full Training,6:30am,[Swimming],140.0,7,980.0
2015-05-11,Full Training,5:30pm,[Swimming],45.0,4 Moderate,180.0
2015-05-10,Full Training,7:30am,[Swimming],90.0,10 Maximal,900.0
2015-05-10,Full Training,6:30pm,[Swimming],150.0,10 Maximal,1500.0
2015-05-09,Full Training,5:30am,[Swimming],85.0,6 Hard,510.0
2015-05-07,Full Training,9:00am,[Swimming],45.0,2 Light,90.0
2015-05-05,Full Training,6:30pm,[Swimming],90.0,8 Very Hard,720.0
2016-02-21,Full Training,4:30pm,[Swimming],60.0,8 Very Hard,480.0
2016-01-22,Full Training,5:30am,[Swimming],120.0,6 Hard,720.0
2016-01-22,Full Training,6.00am,[Swimming],75.0,8 Very Hard,600.0
2015-12-22,Full Training,5:30am,[Swimming],80.0,7,560.0
2015-10-22,Full Training,3:00pm,[Swimming],60.0,8 Very Hard,480.0
2015-08-22,Full Training,5:30am,[Swimming],120.0,6 Hard,720.0
2015-07-22,Full Training,4:30pm,[Swimming],60.0,5,300.0
2015-07-22,Full Training,6.00am,[Swimming],60.0,7,420.0
2015-06-22,Full Training,7:00am,[Swimming],90.0,8 Very Hard,720.0
2015-04-20,Full Training,8:00am,[Swimming],90.0,8 Very Hard,720.0
2015-04-19,Full Training,8:00am,[Swimming],120.0,7,840.0
2015-04-19,Full Training,6:00pm,[Swimming],65.0,6 Hard,390.0
2015-04-16,Full Training,3:00pm,[Swimming],60.0,5,300.0
2015-04-16,Full Training,3:00pm,[Swimming],,5,
2015-04-16,Full Training,3:00pm,[Swimming],,5,
2015-04-14,Full Training,5:30am,[Swimming],120.0,7,840.0
2015-04-14,Full Training,7:00am,[Swimming],120.0,5,600.0
2015-04-14,Full Training,7:00am,[Swimming],120.0,6 Hard,720.0
2015-04-13,Full Training,6.00am,[Swimming],60.0,6 Hard,360.0
2015-04-12,Full Training,5:30am,[Swimming],120.0,6 Hard,720.0
2015-04-11,Full Training,6:00pm,[Swimming],60.0,6 Hard,360.0
2015-04-09,Full Training,8:00am,[Swimming],120.0,6 Hard,720.0
2015-04-04,Full Training,6:00pm,[Swimming],60.0,7,420.0
2015-11-21,Full Training,7:00am,[Swimming],90.0,9,810.0
2015-11-21,Full Training,7:00am,[Swimming],,9,
2015-11-21,Full Training,7:00am,[Swimming],90.0,8 Very Hard,720.0
2015-10-21,Full Training,6.00am,[Swimming],60.0,7,420.0
2015-09-20,Full Training,5:30am,[Swimming],120.0,7,840.0
2015-04-23,Other training,3:00pm,[Swimming],40.0,5,200.0
2015-03-23,Other training,2:30pm,[Swimming],60.0,6 Hard,360.0
2015-03-22,Other training,11:00am,[Swimming],60.0,6 Hard,360.0
2015-03-21,Full Training,7:30am,[Swimming],60.0,4 Moderate,240.0
2015-03-21,Modified Training,2:00pm,[Swimming],30.0,3,90.0
2015-03-19,Full Training,6:30am,[Swimming],60.0,4 Moderate,240.0
2015-03-18,Full Training,7:30am,[Swimming],45.0,7,315.0
2015-03-07,Full Training,6:30am,[Swimming],120.0,9,1080.0
2014-12-02,Modified Training,6:00pm,[Swimming],60.0,3,180.0
2014-08-01,Full Training,7:00am,[Swimming],90.0,5,450.0
2014-08-01,Full Training,7:00am,[Swimming],90.0,6 Hard,540.0
2015-03-02,Full Training,5:30pm,[Swimming],40.0,5,200.0
